,Framework,Lat_Var_Sum_X,Lat_Var_Sum_Y,Lat_Var_Max_X,Lat_Var_Max_Y,Lat_Var_Avg_X,Lat_Var_Avg_Y
205,BSV,-26.988101959228516,-12.55312728881836,1.5340036153793335,1.4926506280899048,-0.2811260521411896,-0.1307617425918579
206,EMT,-27.230560302734375,-12.884857177734375,1.5269948244094849,1.483963131904602,-0.2836516797542572,-0.1342172622680664
207,EWS,-26.21099090576172,-11.659402847290039,1.5543001890182495,1.5265071392059326,-0.2730311453342438,-0.12145211547613144
208,GIU,-25.957304000854492,-12.07396125793457,1.5550587177276611,1.517090916633606,-0.27038857340812683,-0.1257704347372055
209,JSR,-26.879356384277344,-10.463173866271973,1.542015552520752,1.5406219959259033,-0.27999329566955566,-0.10899139195680618
210,KFI,-27.26308822631836,-13.022141456604004,1.465962290763855,1.4790570735931396,-0.2839905023574829,-0.13564731180667877
211,MEL,-26.38887596130371,-11.607657432556152,1.5539523363113403,1.5200598239898682,-0.2748841345310211,-0.12091309577226639
212,MFI,-26.377363204956055,-11.70103645324707,1.5502320528030396,1.5106470584869385,-0.27476420998573303,-0.12188579887151718
213,SBS,-26.505943298339844,-11.812009811401367,1.534389615058899,1.5304372310638428,-0.27610358595848083,-0.12304177135229111
214,LTF,-31.548660278320312,-24.13094711303711,1.4281587600708008,2.779898166656494,-0.29211723804473877,-0.2234347015619278
215,MOZ,-31.515520095825195,-24.003662109375,1.431533932685852,2.7915217876434326,-0.29181036353111267,-0.2222561240196228
216,SFW,-32.59706497192383,-26.3763427734375,1.4179656505584717,2.6574976444244385,-0.301824688911438,-0.2442253977060318
217,EUO,-34.555355072021484,-4.2928361892700195,1.1817593574523926,2.433957576751709,-0.30852994322776794,-0.03832889348268509
